monthly_income,employment_tenure,age,employment_type,acquisition_channel,marital_status,gender,converted
11257.39319697891,36.800000000000004,30,Self-employed,Digital,Married,F,0
29887.157876787358,30.400000000000002,34,Retired,Digital,Divorced,F,1
15437.043096404925,4.800000000000001,54,Salaried,Branch,Single,F,1
17161.336509027675,4.0,39,Other,Digital,Married,F,0
25890.731649524052,24.0,28,Retired,Referral,Single,M,1
10107.013823680383,135.20000000000002,40,Retired,Referral,Single,F,0
20310.293386616875,11.200000000000001,26,Salaried,Referral,Single,F,1
10566.953276338063,60.800000000000004,54,Salaried,Phone,Married,M,1
6076.019111628852,36.0,17,Self-employed,Referral,Married,M,1
13550.33879558384,38.400000000000006,43,Retired,Digital,Single,F,1
24172.967034078847,144.8,19,Retired,Digital,Single,M,1
20991.232640308794,93.60000000000001,30,Salaried,Digital,Married,M,1
17010.87984008863,90.4,43,Other,Digital,Married,M,1
47500.0,2.4000000000000004,41,Self-employed,Digital,Married,M,1
21948.49830468318,212.8,33,Self-employed,Digital,Single,M,1
30820.89996640873,138.4,37,Salaried,Digital,Single,M,1
47500.0,4.800000000000001,17,Self-employed,Digital,Single,M,0
7881.358068460393,37.6,17,Self-employed,Referral,Single,F,0
9185.980843569923,0.8,42,Salaried,Digital,Single,F,1
47500.0,4.800000000000001,57,Salaried,Digital,Single,M,1
10613.362129230682,96.80000000000001,45,Salaried,Referral,Married,F,0
17439.911864243666,1.6,39,Salaried,Branch,Married,F,0
32542.30737911885,13.600000000000001,47,Other,Phone,Married,F,0
29235.252585017963,32.0,37,Self-employed,Referral,Divorced,F,1
47500.0,14.4,46,Other,Digital,Married,F,0
42028.07758476265,129.6,40,Salaried,Digital,Single,F,1
32543.80501605914,18.400000000000002,37,Salaried,Phone,Widowed,F,0
10776.051282825154,60.0,17,Salaried,Digital,Married,M,1
27601.46986563284,71.2,40,Self-employed,Digital,Divorced,F,0
20687.18907329016,2.4000000000000004,40,Self-employed,Digital,Divorced,M,1
7730.643843567528,23.200000000000003,45,Salaried,Digital,Single,F,1
40098.17630164743,10.4,34,Self-employed,Digital,Single,M,1
27807.154602223487,13.600000000000001,39,Salaried,Digital,Single,F,1
17606.10074129657,24.8,29,Salaried,Digital,Divorced,F,1
14896.051681835443,2.4000000000000004,54,Salaried,Digital,Single,M,0
8347.572180928939,44.800000000000004,29,Self-employed,Phone,Divorced,F,0
19310.82598988256,9.600000000000001,29,Salaried,Branch,Divorced,F,1
22692.05579591565,4.0,36,Salaried,Branch,Single,F,0
10404.708416849822,28.0,16,Self-employed,Digital,Divorced,M,1
34407.47564701597,19.200000000000003,25,Other,Referral,Single,F,1
8869.599106516353,176.8,16,Self-employed,Phone,Married,M,0
4792.687010196097,76.80000000000001,55,Retired,Branch,Divorced,M,0
31969.671289160917,14.4,40,Salaried,Digital,Single,F,0
13449.363799397142,42.400000000000006,29,Other,Digital,Married,M,1
15884.339320388168,36.0,24,Salaried,Branch,Married,F,1
10365.068896876717,9.600000000000001,60,Self-employed,Branch,Single,M,0
6536.316432688831,68.8,16,Other,Digital,Married,F,0
36382.71690072329,57.6,36,Salaried,Digital,Single,F,1
11331.993816739961,6.4,51,Salaried,Digital,Divorced,F,0
46410.369715877336,61.6,28,Self-employed,Branch,Single,M,1
27808.35008472861,47.2,24,Salaried,Branch,Single,M,0
14183.744262344857,0.0,20,Salaried,Phone,Single,M,0
8929.942768400864,2.4000000000000004,46,Salaried,Digital,Single,F,0
11039.439113238343,37.6,27,Self-employed,Digital,Married,F,1
8276.643799271775,4.0,24,Other,Phone,Married,F,0
47500.0,44.800000000000004,16,Salaried,Digital,Married,M,1
18908.58713725392,8.8,28,Salaried,Phone,Widowed,M,0
34160.662137824635,55.2,45,Self-employed,Branch,Single,M,1
8008.794074299401,21.6,43,Retired,Referral,Married,F,0
19097.787762441243,64.8,35,Other,Referral,Single,M,1
34732.2479080737,9.600000000000001,29,Other,Digital,Married,M,0
14012.432474937248,50.400000000000006,27,Other,Digital,Married,F,0
31804.891604056385,172.0,18,Salaried,Digital,Single,F,0
8937.095778588868,32.0,40,Retired,Referral,Married,M,0
7559.979661115326,15.200000000000001,37,Salaried,Referral,Single,M,0
21511.58858501167,17.6,34,Retired,Digital,Married,F,0
13645.988093782187,9.600000000000001,39,Self-employed,Branch,Single,M,1
25183.379674304786,40.800000000000004,45,Salaried,Branch,Married,F,1
5228.992744830544,34.4,43,Salaried,Referral,Married,M,1
26266.916193749148,37.6,16,Salaried,Digital,Widowed,M,1
47500.0,54.400000000000006,31,Self-employed,Digital,Married,M,0
16880.78238256005,0.8,39,Salaried,Referral,Married,F,0
17486.632011722908,6.4,35,Retired,Digital,Married,M,0
19080.77182819635,11.200000000000001,28,Other,Referral,Married,M,0
5605.599451105577,0.0,33,Salaried,Digital,Widowed,F,1
22123.47828488766,9.600000000000001,57,Other,Digital,Married,M,1
6538.485607837847,89.60000000000001,51,Salaried,Referral,Widowed,M,1
13254.586821779194,49.6,36,Salaried,Digital,Widowed,F,1
36113.73111778447,8.0,31,Retired,Digital,Widowed,M,1
11021.206196692852,1.6,42,Self-employed,Digital,Married,M,0
23143.195822389098,13.600000000000001,47,Salaried,Digital,Married,M,1
31456.160899090195,59.2,40,Salaried,Digital,Divorced,M,1
20250.83323853355,28.0,23,Self-employed,Digital,Married,F,0
7526.140379288933,36.800000000000004,36,Salaried,Digital,Married,M,1
14033.765698563067,36.800000000000004,37,Self-employed,Branch,Divorced,F,1
47500.0,12.8,22,Self-employed,Digital,Single,F,1
5083.1135065231065,8.8,37,Other,Referral,Married,M,1
14519.314801598413,8.0,43,Salaried,Digital,Married,F,0
12301.074099611888,159.20000000000002,42,Salaried,Branch,Married,M,0
18419.315040379282,134.4,52,Self-employed,Digital,Divorced,M,0
26839.664095185297,65.60000000000001,19,Salaried,Digital,Divorced,M,1
44977.66384050816,49.6,39,Other,Branch,Divorced,F,1
14567.776368341376,12.0,30,Retired,Branch,Single,M,1
27892.455068878415,5.6000000000000005,46,Salaried,Digital,Married,M,1
23122.253610337568,130.4,48,Other,Digital,Married,F,0
22772.639771579423,15.200000000000001,19,Other,Branch,Single,F,0
12214.173842042472,9.600000000000001,31,Salaried,Branch,Married,M,0
9417.395323004119,124.0,24,Self-employed,Digital,Divorced,F,0
8854.497827913301,8.0,34,Salaried,Branch,Single,M,0
10881.77205634015,16.8,35,Salaried,Referral,Married,F,0
20779.426198955312,8.8,51,Salaried,Digital,Married,M,0
27045.51162007831,0.0,41,Self-employed,Digital,Single,M,1
20801.658837797455,9.600000000000001,48,Self-employed,Referral,Divorced,M,0
12324.36711497901,28.8,47,Retired,Branch,Married,M,0
47500.0,36.0,23,Salaried,Digital,Married,M,0
42617.7486212602,8.8,36,Salaried,Digital,Divorced,F,0
13853.686340398417,60.0,47,Self-employed,Branch,Married,F,0
10453.037259663053,36.800000000000004,52,Self-employed,Referral,Divorced,M,0
18524.244713040436,44.0,45,Salaried,Referral,Single,M,0
36646.96496802852,18.400000000000002,16,Self-employed,Phone,Single,M,0
20918.007962452983,10.4,41,Salaried,Digital,Married,F,1
23923.96436269327,76.0,35,Salaried,Digital,Married,M,1
15085.037420710689,20.8,44,Salaried,Digital,Married,M,0
22526.98589733189,35.2,27,Self-employed,Digital,Single,F,0
43279.4574005598,64.8,37,Salaried,Branch,Single,F,1
14837.38720290347,99.2,32,Self-employed,Referral,Single,F,1
18670.33809027598,28.0,51,Salaried,Digital,Single,F,0
19950.24277750035,172.0,43,Self-employed,Digital,Divorced,F,1
20311.48805651822,35.2,33,Salaried,Digital,Single,F,1
7343.518599462611,75.2,28,Retired,Digital,Divorced,M,0
5555.732252887966,3.2,30,Salaried,Digital,Married,F,0
9292.042456815787,4.0,56,Other,Digital,Widowed,M,0
18948.34900282234,45.6,33,Salaried,Digital,Widowed,M,0
23885.345842741477,23.200000000000003,60,Salaried,Branch,Married,F,1
12460.288793835858,68.8,38,Self-employed,Branch,Married,M,1
39146.30026155523,40.0,22,Salaried,Digital,Single,F,1
15721.761603823692,45.6,49,Salaried,Digital,Single,F,1
17342.16857574408,8.8,16,Salaried,Digital,Married,M,0
15249.902419302953,38.400000000000006,37,Self-employed,Digital,Single,M,1
18566.66005717929,37.6,63,Other,Digital,Married,F,1
26144.422291204002,64.0,56,Self-employed,Referral,Married,F,1
25542.49381601515,57.6,53,Other,Digital,Married,F,0
9993.128054968847,46.400000000000006,47,Salaried,Digital,Divorced,M,0
42740.61728231108,8.0,50,Salaried,Digital,Married,M,1
8881.189956832806,166.4,26,Salaried,Digital,Divorced,M,1
17966.117718606205,44.800000000000004,45,Salaried,Phone,Single,M,1
14531.424081483692,8.0,40,Salaried,Branch,Single,F,0
9129.915325415946,77.60000000000001,52,Salaried,Phone,Single,F,0
16377.019036280219,7.2,55,Salaried,Phone,Married,F,0
10984.258063205703,14.4,30,Self-employed,Digital,Single,M,0
17898.121668069347,39.2,18,Self-employed,Digital,Married,M,1
21819.476827194,7.2,36,Self-employed,Digital,Divorced,F,1
41434.300322616866,4.0,54,Salaried,Branch,Married,F,0
20601.872254507118,54.400000000000006,18,Self-employed,Phone,Married,F,0
11872.398146333942,1.6,33,Self-employed,Referral,Single,F,0
13544.486175586037,20.0,16,Salaried,Digital,Married,M,0
18633.076172861693,12.8,28,Retired,Digital,Married,M,1
18120.2106225371,131.20000000000002,40,Self-employed,Branch,Married,M,1
41128.65117713584,40.800000000000004,35,Salaried,Branch,Married,M,1
39573.63780118593,3.2,25,Retired,Branch,Divorced,M,0
13812.71950456561,24.8,53,Self-employed,Digital,Divorced,M,0
12326.681611868147,22.400000000000002,30,Salaried,Digital,Married,M,0
3694.0324423744223,7.2,16,Self-employed,Referral,Married,F,0
12324.623584327033,63.2,59,Other,Digital,Married,M,1
9526.875485354025,9.600000000000001,48,Other,Digital,Widowed,M,1
13846.835901571767,90.4,39,Salaried,Digital,Married,M,1
21669.41830899142,132.8,24,Salaried,Digital,Married,F,1
19053.805095060805,4.0,23,Salaried,Referral,Married,M,1
16826.762458408903,51.2,37,Other,Branch,Single,F,1
19311.498453175176,47.2,37,Salaried,Referral,Married,M,1
15883.49885853606,34.4,18,Retired,Digital,Married,M,1
19281.821987743515,48.0,24,Self-employed,Digital,Divorced,F,1
2850.0,112.0,41,Salaried,Referral,Married,M,1
14575.985311222068,67.2,20,Salaried,Digital,Married,F,0
16029.663812379462,49.6,49,Salaried,Digital,Married,M,1
13959.976262047183,26.400000000000002,31,Self-employed,Digital,Divorced,F,1
15032.03618593655,12.8,49,Self-employed,Branch,Married,M,0
26126.170087344635,10.4,29,Self-employed,Digital,Divorced,M,0
11966.226552723192,11.200000000000001,44,Salaried,Digital,Married,F,0
47500.0,95.2,38,Other,Digital,Divorced,M,1
25891.884627584233,5.6000000000000005,56,Salaried,Branch,Married,F,1
17067.346491698674,5.6000000000000005,28,Salaried,Branch,Divorced,F,0
15134.154011018167,0.8,60,Self-employed,Branch,Married,F,0
16265.365883268776,61.6,53,Salaried,Digital,Divorced,M,0
9892.403948114606,0.0,27,Salaried,Digital,Single,M,1
16180.873605166114,120.80000000000001,29,Salaried,Referral,Single,M,1
20250.136548518843,169.60000000000002,40,Retired,Referral,Married,M,0
24256.300449151368,12.0,45,Salaried,Digital,Single,M,1
24258.45688505931,1.6,24,Salaried,Digital,Married,F,1
14527.231152557719,159.20000000000002,21,Salaried,Digital,Married,M,1
7325.065340859156,11.200000000000001,16,Salaried,Referral,Married,F,0
11467.189273961443,36.800000000000004,54,Retired,Digital,Married,F,1
45072.272289055494,49.6,35,Retired,Referral,Married,M,0
29329.28235315728,42.400000000000006,16,Self-employed,Digital,Single,M,0
21385.71505650995,89.60000000000001,32,Other,Digital,Married,F,0
10850.106328218299,31.200000000000003,45,Self-employed,Referral,Married,M,1
17169.568089020657,35.2,40,Self-employed,Digital,Married,F,0
8065.133103081165,288.0,58,Salaried,Branch,Divorced,M,1
12302.3376997817,39.2,38,Salaried,Digital,Divorced,F,1
14788.197872820489,10.4,32,Self-employed,Referral,Single,M,0
13790.327870883055,8.8,39,Retired,Digital,Married,F,0
30414.29065416829,96.80000000000001,54,Salaried,Digital,Married,M,1
7313.455555001171,20.8,43,Self-employed,Referral,Widowed,M,0
10192.906770508049,140.8,34,Salaried,Digital,Single,M,0
7509.272903789377,78.4,23,Other,Phone,Single,F,0
8154.251918627319,138.4,34,Retired,Branch,Single,M,1
18455.915907768718,39.2,20,Salaried,Branch,Divorced,M,1
6558.009367283992,1.6,41,Self-employed,Digital,Married,F,1
26930.856040461244,91.2,40,Salaried,Digital,Married,M,1
14773.897784353263,40.800000000000004,24,Other,Branch,Married,F,0
17853.94382049075,96.80000000000001,26,Salaried,Digital,Married,F,1
20790.527398235045,16.0,45,Salaried,Referral,Married,M,0
13203.098204045447,92.80000000000001,35,Self-employed,Digital,Single,M,1
31830.95538505057,10.4,42,Salaried,Branch,Married,M,1
15246.43630144634,15.200000000000001,28,Self-employed,Digital,Married,M,1
24468.671371821256,7.2,26,Self-employed,Branch,Married,F,0
15202.866520940886,6.4,32,Salaried,Branch,Widowed,M,0
20398.799663311278,4.800000000000001,21,Self-employed,Referral,Married,M,1
20262.03683824608,36.0,29,Salaried,Branch,Divorced,F,1
19904.252259856105,53.6,47,Salaried,Digital,Single,M,0
9548.334265874506,11.200000000000001,28,Salaried,Digital,Single,M,0
22253.001290113225,117.60000000000001,54,Self-employed,Digital,Single,M,0
14148.056052043967,4.800000000000001,47,Salaried,Digital,Married,F,0
25009.212198276662,4.800000000000001,46,Self-employed,Digital,Married,M,1
4708.904826051407,103.2,40,Salaried,Phone,Single,M,0
7112.698398450097,56.0,27,Other,Digital,Widowed,M,0
21306.640057243683,9.600000000000001,22,Salaried,Referral,Married,F,1
47500.0,202.4,22,Self-employed,Branch,Married,F,1
28275.244656571453,1.6,38,Self-employed,Branch,Divorced,F,1
11375.715524487372,4.800000000000001,64,Salaried,Digital,Married,F,1
6207.262499406862,15.200000000000001,41,Other,Branch,Divorced,M,0
26750.76736111214,63.2,54,Self-employed,Referral,Divorced,M,0
16323.429908309732,60.0,34,Retired,Branch,Single,M,1
24419.30376359805,76.0,29,Salaried,Digital,Married,F,0
18359.197222226132,37.6,45,Salaried,Digital,Single,M,1
17439.49011804149,43.2,30,Salaried,Digital,Married,F,1
47500.0,20.0,32,Salaried,Referral,Single,F,1
17069.162108831104,23.200000000000003,37,Salaried,Digital,Divorced,M,0
15570.907994643918,4.800000000000001,23,Other,Digital,Married,F,1
15928.058210989358,5.6000000000000005,39,Self-employed,Digital,Married,M,1
12071.28385153507,56.800000000000004,34,Retired,Digital,Single,F,0
31032.379626765192,0.8,20,Retired,Digital,Married,F,0
13855.729457887204,28.8,36,Retired,Branch,Single,F,0
25091.196561567456,52.0,44,Salaried,Digital,Single,M,1
20322.186992823896,31.200000000000003,26,Salaried,Referral,Single,F,1
35599.904095572674,3.2,63,Retired,Phone,Single,M,1
22044.412861584984,69.60000000000001,20,Self-employed,Digital,Single,F,0
8272.365963820745,30.400000000000002,25,Salaried,Digital,Married,M,1
7729.612682583058,16.0,43,Self-employed,Digital,Married,M,1
39883.907202400325,8.8,36,Salaried,Digital,Married,F,0
11890.32381630029,45.6,24,Self-employed,Referral,Married,F,0
7756.955143320791,123.2,44,Self-employed,Referral,Married,F,0
11463.639763017216,14.4,22,Salaried,Phone,Married,M,0
36588.229810571705,99.2,45,Salaried,Branch,Divorced,M,1
7306.933027648597,52.0,50,Salaried,Digital,Married,F,1
10186.408221420877,0.8,43,Salaried,Referral,Single,M,1
11482.991279334836,90.4,38,Other,Digital,Divorced,M,1
8086.8355802868,24.0,28,Other,Branch,Married,F,0
8417.854817478592,88.80000000000001,24,Other,Branch,Married,M,1
6890.107184750444,10.4,45,Retired,Referral,Single,M,0
12990.768356097535,34.4,45,Salaried,Digital,Married,F,0
13846.134934502597,10.4,29,Self-employed,Digital,Single,F,0
11375.120226096555,32.0,38,Retired,Phone,Widowed,M,0
6351.764975932736,122.4,60,Salaried,Branch,Married,M,1
36341.23310165621,33.6,31,Retired,Phone,Divorced,M,0
7717.6053579673435,237.60000000000002,41,Self-employed,Branch,Single,F,1
20242.242907022694,14.4,40,Self-employed,Digital,Married,F,1
8989.807816310606,44.0,44,Self-employed,Digital,Married,F,0
25583.344817081077,163.20000000000002,56,Self-employed,Digital,Single,F,1
30400.250233110324,67.2,51,Retired,Branch,Married,F,0
10118.680547262406,56.0,25,Other,Digital,Single,F,0
5401.744672085884,64.8,38,Self-employed,Branch,Married,F,1
26008.510675018773,19.200000000000003,16,Salaried,Branch,Divorced,M,1
47500.0,16.0,31,Self-employed,Digital,Married,M,0
21985.170338966906,7.2,16,Retired,Branch,Single,M,0
18864.428891556654,44.0,19,Self-employed,Branch,Married,F,0
28016.89699851114,122.4,39,Salaried,Branch,Married,F,1
27112.21418357936,68.8,62,Salaried,Digital,Single,F,1
10418.240106941135,204.8,41,Self-employed,Branch,Married,M,1
11535.862257172363,230.4,57,Salaried,Branch,Single,M,1
24720.319485182932,27.200000000000003,16,Salaried,Branch,Married,M,1
15713.86459915035,34.4,21,Salaried,Digital,Married,F,0
37747.33148843795,83.2,26,Self-employed,Digital,Divorced,M,0
11227.275591163952,69.60000000000001,27,Salaried,Digital,Single,F,0
26878.24912329838,71.2,47,Other,Digital,Married,M,0
21042.289856929965,38.400000000000006,23,Self-employed,Digital,Divorced,M,1
15880.451515877261,42.400000000000006,24,Other,Digital,Single,F,0
34691.61065070732,88.80000000000001,27,Salaried,Digital,Single,F,1
25764.416804761546,137.6,16,Retired,Phone,Married,F,0
9374.292802405265,72.0,30,Retired,Digital,Divorced,M,1
25155.652804339425,70.4,40,Salaried,Digital,Widowed,F,1
39093.09314684391,8.0,32,Self-employed,Digital,Married,M,1
15842.316402711633,92.80000000000001,36,Retired,Digital,Married,M,1
14757.59575090531,139.20000000000002,38,Salaried,Phone,Single,M,0
11463.443407862182,15.200000000000001,29,Other,Branch,Single,M,0
16992.78929954483,9.600000000000001,30,Self-employed,Digital,Married,M,1
25859.33967121929,8.0,33,Salaried,Digital,Married,F,0
10489.245003912207,0.8,37,Other,Digital,Widowed,M,0
7638.008412380552,24.8,29,Self-employed,Digital,Widowed,F,0
13674.071932943807,8.8,21,Salaried,Digital,Married,F,1
7486.6126040911995,6.4,39,Self-employed,Referral,Married,F,0
23450.281319790716,62.400000000000006,16,Retired,Digital,Married,M,0
13262.461017510559,68.8,27,Self-employed,Digital,Married,F,1
5975.7542245403665,57.6,30,Self-employed,Digital,Married,F,0
13898.583351538098,52.0,24,Salaried,Digital,Divorced,M,1
15262.249631684817,34.4,25,Salaried,Branch,Divorced,M,1
22430.750208883324,2.4000000000000004,42,Self-employed,Digital,Single,M,1
15701.139678984553,183.20000000000002,56,Retired,Digital,Single,M,1
47500.0,204.0,17,Self-employed,Phone,Single,F,1
12550.106049568527,103.2,30,Salaried,Referral,Married,F,0
16502.506813885975,68.8,36,Self-employed,Digital,Married,M,0
16106.212354167772,69.60000000000001,37,Other,Digital,Divorced,F,0
14459.829073044482,43.2,16,Salaried,Digital,Married,M,0
18660.458709842333,5.6000000000000005,37,Salaried,Phone,Widowed,F,0
23705.099764950515,82.4,36,Salaried,Referral,Single,M,1
38283.18051748917,53.6,42,Self-employed,Digital,Married,F,1
6681.869075905757,3.2,21,Self-employed,Digital,Single,F,0
12613.222927179124,44.800000000000004,35,Salaried,Branch,Married,F,1
13095.760755946683,9.600000000000001,25,Self-employed,Digital,Married,F,1
30074.01786237367,38.400000000000006,39,Retired,Digital,Married,M,1
13831.569023799046,13.600000000000001,56,Self-employed,Digital,Married,M,0
5495.041118838462,48.800000000000004,45,Salaried,Referral,Widowed,M,1
18058.016343670668,71.2,30,Self-employed,Phone,Divorced,M,1
16789.23467243092,2.4000000000000004,39,Salaried,Referral,Single,M,1
19083.085486847114,3.2,38,Self-employed,Digital,Single,F,0
9178.4073476777,288.0,20,Salaried,Referral,Single,M,0
47500.0,55.2,61,Salaried,Digital,Single,F,1
14106.49819848393,17.6,42,Salaried,Digital,Single,M,0
15301.84350302986,12.8,47,Salaried,Digital,Single,F,1
9983.625338637547,25.6,26,Self-employed,Digital,Widowed,M,0
9799.68482363202,139.20000000000002,21,Retired,Phone,Married,F,1
8226.07716824429,56.0,29,Self-employed,Digital,Single,M,0
13530.750575635117,243.20000000000002,37,Retired,Digital,Divorced,M,1
9644.640026562465,37.6,33,Salaried,Digital,Single,M,0
47500.0,25.6,23,Self-employed,Digital,Married,M,0
5517.120073890098,10.4,44,Retired,Digital,Single,M,0
8705.48335420081,36.800000000000004,28,Self-employed,Referral,Divorced,F,0
13465.121768484682,48.800000000000004,52,Salaried,Digital,Married,M,1
25662.895491536943,34.4,33,Salaried,Branch,Married,F,0
13365.77450028551,6.4,31,Salaried,Digital,Married,M,1
25700.988711662798,8.8,33,Other,Digital,Widowed,M,1
9477.012154905315,74.4,34,Salaried,Referral,Divorced,M,1
17752.49566649146,11.200000000000001,39,Self-employed,Referral,Divorced,M,0
47500.0,4.800000000000001,22,Salaried,Branch,Single,F,1
9586.01043410965,8.0,58,Salaried,Branch,Single,F,1
22036.320682481168,109.60000000000001,45,Salaried,Branch,Married,M,1
19396.79678381854,46.400000000000006,52,Self-employed,Digital,Divorced,F,1
4437.230564227628,70.4,21,Self-employed,Phone,Married,F,1
12031.991957097043,12.0,40,Self-employed,Branch,Single,F,0
33772.35504712699,47.2,47,Retired,Digital,Single,F,0
18578.370544799778,9.600000000000001,53,Salaried,Digital,Divorced,M,1
8277.906091309127,35.2,16,Salaried,Referral,Single,M,1
25930.44576203072,3.2,25,Salaried,Digital,Married,M,0
12851.720063202103,34.4,31,Self-employed,Digital,Single,F,1
21263.284723135017,12.0,40,Self-employed,Branch,Divorced,F,1
21479.596730795423,12.0,22,Self-employed,Digital,Married,F,1
8755.955224402769,32.800000000000004,50,Self-employed,Referral,Single,F,0
27518.21770856243,40.0,23,Other,Branch,Married,M,0
9360.008006544673,57.6,16,Self-employed,Phone,Married,F,0
7826.222128800744,16.8,37,Salaried,Digital,Single,F,0
10087.06625087091,16.0,30,Salaried,Branch,Married,M,1
13919.592865527322,4.0,36,Salaried,Digital,Married,F,1
18294.369236301052,17.6,34,Salaried,Phone,Widowed,F,0
10776.859399779816,20.0,52,Salaried,Referral,Married,M,0
26785.026376125446,32.0,43,Other,Digital,Married,M,1
19922.105354458483,25.6,34,Retired,Digital,Married,F,1
11291.751433924612,56.800000000000004,19,Self-employed,Digital,Divorced,F,1
29205.2117281086,28.8,30,Self-employed,Digital,Divorced,M,0
34384.03786774062,88.0,30,Self-employed,Digital,Widowed,F,1
16147.102285838744,36.0,17,Salaried,Digital,Single,M,0
15058.78587078415,42.400000000000006,45,Self-employed,Branch,Widowed,F,0
5910.252854466642,56.800000000000004,19,Self-employed,Digital,Married,M,1
13415.944279101135,53.6,19,Self-employed,Referral,Married,F,0
14383.006407186977,130.4,27,Salaried,Branch,Single,F,0
19849.505023652076,64.0,22,Salaried,Referral,Married,F,0
15485.367838571834,148.8,31,Salaried,Digital,Married,F,1
19833.404051810263,20.0,18,Self-employed,Branch,Married,M,1
43008.83674219579,172.8,31,Salaried,Digital,Married,F,1
12465.975430329156,43.2,32,Salaried,Referral,Single,M,0
12760.673480035006,17.6,40,Other,Digital,Divorced,F,1
7810.369220207124,6.4,39,Retired,Branch,Widowed,F,1
17043.265606014833,34.4,33,Salaried,Referral,Single,F,0
30785.358885891965,157.60000000000002,40,Self-employed,Branch,Divorced,F,1
5991.3047939654825,88.0,32,Self-employed,Branch,Married,F,1
11489.542184992592,65.60000000000001,52,Salaried,Digital,Divorced,M,1
17505.510693523636,2.4000000000000004,27,Salaried,Branch,Married,M,1
28531.626014387315,71.2,29,Salaried,Phone,Divorced,M,1
21556.4175432289,55.2,36,Self-employed,Digital,Married,F,0
20826.570586732756,87.2,26,Salaried,Branch,Divorced,M,0
14974.724627949647,4.800000000000001,51,Retired,Digital,Single,M,0
22875.717592684287,24.0,43,Self-employed,Digital,Single,F,1
31485.708886763103,19.200000000000003,44,Salaried,Digital,Married,F,1
6144.49378151277,70.4,42,Other,Digital,Single,F,0
26524.601667287418,68.0,44,Self-employed,Digital,Widowed,M,0
16146.374626057508,32.800000000000004,27,Other,Digital,Married,M,1
12465.416227335738,21.6,42,Salaried,Digital,Married,M,1
3955.495805682625,4.800000000000001,23,Self-employed,Branch,Single,F,0
7483.799611292583,7.2,24,Self-employed,Digital,Married,F,1
47455.23387761838,0.0,40,Retired,Branch,Divorced,F,0
11334.172838071314,71.2,35,Salaried,Branch,Married,F,0
8936.018784488679,120.80000000000001,39,Other,Digital,Divorced,M,0
13027.934411092163,1.6,29,Self-employed,Phone,Married,F,0
10955.735329401503,76.0,27,Salaried,Branch,Single,F,0
18459.268576254268,15.200000000000001,31,Other,Digital,Single,F,0
42569.397797895464,34.4,36,Other,Digital,Divorced,M,0
12049.002255306079,56.0,31,Salaried,Referral,Divorced,M,0
18793.77047029021,19.200000000000003,45,Salaried,Digital,Single,F,0
8607.286757472317,193.60000000000002,32,Salaried,Referral,Divorced,F,1
42651.024380707335,203.20000000000002,16,Self-employed,Branch,Single,F,1
19189.77321505556,52.800000000000004,41,Salaried,Digital,Married,F,1
8951.847652994189,197.60000000000002,49,Self-employed,Branch,Divorced,F,0
29474.785195461624,5.6000000000000005,41,Salaried,Referral,Married,M,1
35196.40743113336,0.0,46,Salaried,Digital,Single,M,1
18874.753674171185,91.2,25,Salaried,Referral,Single,M,0
6406.500936235431,56.0,39,Self-employed,Referral,Married,M,1
