monthly_income,employment_tenure,age,employment_type,acquisition_channel,marital_status,gender,converted,income_bin
8128.147937795586,14,57,Retired,Phone,Single,M,0,8K-15K
20294.734385820986,2,48,Self-employed,Phone,Single,M,0,15K-25K
28087.500884859124,81,36,Salaried,Digital,Married,F,0,25K-40K
19986.672765909916,105,18,Salaried,Digital,Single,M,0,15K-25K
16824.829665472927,206,37,Salaried,Digital,Divorced,M,1,15K-25K
15053.078227421773,132,39,Salaried,Digital,Single,F,0,15K-25K
7427.070691341238,55,52,Salaried,Digital,Single,M,0,0-8K
11708.77072965578,45,57,Self-employed,Digital,Single,F,1,8K-15K
13678.995189570978,1,29,Other,Branch,Married,M,0,8K-15K
34005.35651442423,16,47,Salaried,Branch,Married,M,1,25K-40K
22162.810794864487,36,47,Salaried,Branch,Married,M,1,15K-25K
6261.505352196447,59,50,Retired,Digital,Single,F,0,0-8K
21904.565877625246,48,43,Self-employed,Referral,Divorced,M,0,15K-25K
14313.388425252502,81,18,Other,Referral,Single,M,0,8K-15K
12014.22687939976,19,36,Salaried,Digital,Single,F,1,8K-15K
26030.02018148099,49,24,Salaried,Digital,Single,F,1,25K-40K
33476.52458457293,5,35,Self-employed,Digital,Single,M,1,25K-40K
31532.311830631694,32,49,Self-employed,Digital,Married,M,0,25K-40K
10899.470467419107,83,41,Salaried,Branch,Single,M,0,8K-15K
14980.019734935553,70,51,Self-employed,Digital,Single,F,0,8K-15K
21999.12720035071,280,42,Salaried,Branch,Divorced,F,1,15K-25K
32380.998907380752,19,22,Salaried,Digital,Single,F,1,25K-40K
13527.710053619812,41,18,Self-employed,Referral,Married,F,0,8K-15K
16132.717212535134,23,39,Salaried,Digital,Married,F,1,15K-25K
9285.404294503725,34,35,Self-employed,Branch,Single,M,1,8K-15K
8797.967655469982,116,26,Salaried,Digital,Married,M,0,8K-15K
29363.72927121253,69,18,Salaried,Digital,Married,F,1,25K-40K
40690.259446238735,128,29,Salaried,Referral,Single,M,1,40K+
17271.170184227292,13,35,Salaried,Branch,Divorced,M,1,15K-25K
32929.35337195188,123,45,Salaried,Digital,Married,M,1,25K-40K
22403.70475528662,3,40,Self-employed,Branch,Divorced,F,0,15K-25K
12245.67567142218,131,57,Retired,Branch,Divorced,M,0,8K-15K
22400.473215345384,23,25,Salaried,Branch,Single,M,0,15K-25K
45379.7813390729,22,48,Salaried,Branch,Single,F,1,40K+
17650.234996710562,43,38,Other,Referral,Single,M,0,15K-25K
46110.04925877003,169,46,Salaried,Digital,Divorced,F,1,40K+
3744.910276847471,2,32,Salaried,Digital,Divorced,M,1,0-8K
29529.395464696103,26,50,Salaried,Digital,Married,F,1,25K-40K
19000.645684063198,116,41,Self-employed,Referral,Single,M,0,15K-25K
15072.024008273273,30,29,Salaried,Phone,Single,F,0,15K-25K
19054.459848203216,13,37,Self-employed,Referral,Divorced,F,0,15K-25K
5472.323907865968,33,35,Salaried,Referral,Divorced,F,1,0-8K
15806.821515004192,29,43,Salaried,Phone,Single,F,1,15K-25K
22342.98192513615,148,23,Salaried,Branch,Single,M,1,15K-25K
43771.422401918426,86,37,Self-employed,Referral,Single,F,0,40K+
13214.075537333094,42,42,Self-employed,Phone,Single,F,0,8K-15K
11102.258535439474,267,38,Salaried,Digital,Divorced,F,1,8K-15K
13345.650077615348,37,54,Salaried,Branch,Married,F,1,8K-15K
31233.336177529553,3,47,Self-employed,Referral,Married,M,1,25K-40K
21965.99085001012,18,37,Retired,Phone,Married,F,0,15K-25K
13123.291108683916,34,40,Salaried,Referral,Single,M,1,8K-15K
24537.564319823217,10,41,Self-employed,Referral,Single,F,0,15K-25K
19115.341845744628,176,42,Salaried,Phone,Married,M,0,15K-25K
32247.216045258258,87,18,Salaried,Branch,Married,M,1,25K-40K
11834.427456970787,18,34,Salaried,Digital,Married,F,1,8K-15K
14815.10743926847,53,20,Self-employed,Digital,Single,F,0,8K-15K
14253.17699863967,76,53,Salaried,Branch,Single,F,1,8K-15K
7494.247694035965,170,37,Retired,Branch,Single,F,1,0-8K
21540.112342773966,128,35,Self-employed,Branch,Married,F,1,15K-25K
21091.663852252208,43,48,Retired,Branch,Married,F,1,15K-25K
18089.158754895056,89,43,Salaried,Phone,Married,M,1,15K-25K
15665.995018960506,49,24,Salaried,Digital,Divorced,F,1,15K-25K
7713.887499856535,48,37,Other,Referral,Married,F,1,0-8K
14011.207251818245,7,33,Self-employed,Phone,Married,F,0,8K-15K
14681.908346626871,8,18,Retired,Branch,Single,F,1,8K-15K
11143.745061710444,45,29,Salaried,Branch,Divorced,F,0,8K-15K
16370.374920431774,18,35,Salaried,Referral,Married,M,0,15K-25K
22981.17115236602,1,36,Self-employed,Referral,Single,F,0,15K-25K
50000.0,76,20,Salaried,Digital,Married,M,0,40K+
20025.1985641294,1,51,Self-employed,Digital,Married,F,1,15K-25K
21047.35618759298,54,36,Salaried,Digital,Divorced,M,1,15K-25K
17245.947210558224,46,38,Salaried,Digital,Divorced,F,0,15K-25K
5702.94091531007,208,42,Salaried,Digital,Married,F,1,0-8K
17749.128138340806,39,28,Salaried,Digital,Married,F,1,15K-25K
18697.369527407925,3,43,Salaried,Branch,Single,M,1,15K-25K
50000.0,48,33,Self-employed,Phone,Married,M,1,40K+
16067.974703398728,110,27,Salaried,Branch,Married,F,1,15K-25K
21610.366420089,345,44,Salaried,Phone,Married,F,1,15K-25K
17662.03921229939,33,55,Retired,Referral,Married,M,0,15K-25K
8944.491772825942,23,46,Salaried,Referral,Divorced,M,1,8K-15K
35799.66048587384,142,49,Salaried,Branch,Single,M,1,25K-40K
28315.363597066156,12,31,Self-employed,Digital,Single,F,1,25K-40K
28987.476423375534,57,18,Other,Referral,Married,F,1,25K-40K
10450.107319231667,31,55,Salaried,Phone,Divorced,F,1,8K-15K
41842.86562863749,2,62,Salaried,Branch,Divorced,F,0,40K+
7776.715550770179,25,56,Self-employed,Digital,Married,M,0,0-8K
25645.265592709773,18,33,Salaried,Referral,Divorced,F,1,25K-40K
50000.0,69,24,Self-employed,Digital,Married,M,1,40K+
9953.486839765716,178,25,Other,Digital,Single,M,0,8K-15K
12838.726142521844,18,18,Other,Referral,Married,M,0,8K-15K
19144.884271527884,100,36,Salaried,Branch,Single,M,1,15K-25K
13331.895585553431,3,57,Salaried,Branch,Single,M,0,8K-15K
7112.449237740432,46,36,Other,Phone,Married,M,0,0-8K
18791.084072897163,4,41,Salaried,Branch,Single,M,1,15K-25K
9533.982228636442,163,54,Salaried,Branch,Single,M,1,8K-15K
23960.345173881622,87,33,Self-employed,Digital,Single,F,1,15K-25K
10387.365174199858,64,62,Salaried,Digital,Single,M,0,8K-15K
45704.89318400252,104,61,Salaried,Referral,Single,M,1,40K+
11271.67279008385,62,36,Retired,Branch,Married,M,0,8K-15K
14864.97554478209,208,31,Salaried,Digital,Married,F,0,8K-15K
29381.20109933853,75,46,Salaried,Digital,Divorced,F,1,25K-40K
8616.90637594072,155,33,Salaried,Branch,Divorced,F,1,8K-15K
20670.771172536766,43,24,Self-employed,Branch,Married,F,0,15K-25K
39509.07425851597,7,53,Salaried,Branch,Married,M,1,25K-40K
6874.059129395164,45,52,Salaried,Branch,Single,M,1,0-8K
20146.388390757,8,39,Self-employed,Digital,Single,M,0,15K-25K
21076.831363850706,53,22,Retired,Branch,Married,F,0,15K-25K
28827.749399921046,39,23,Salaried,Phone,Married,F,1,25K-40K
8585.496228556329,58,39,Retired,Digital,Divorced,M,1,8K-15K
8165.931081454944,0,32,Salaried,Branch,Married,M,1,8K-15K
24665.60246730508,13,33,Self-employed,Branch,Single,M,0,15K-25K
21551.286754607438,40,50,Salaried,Referral,Divorced,M,0,15K-25K
20958.419083976216,180,46,Salaried,Digital,Married,F,1,15K-25K
22200.474149062895,29,54,Self-employed,Phone,Divorced,F,0,15K-25K
11991.881606811945,33,26,Salaried,Branch,Married,F,0,8K-15K
20730.31121906445,75,33,Salaried,Referral,Single,M,1,15K-25K
21500.75831543706,55,47,Salaried,Digital,Single,M,1,15K-25K
11747.422680643644,21,43,Self-employed,Referral,Single,F,1,8K-15K
50000.0,31,56,Salaried,Referral,Single,F,1,40K+
23963.80276135353,14,43,Salaried,Digital,Single,M,1,15K-25K
8823.88829544158,202,60,Salaried,Digital,Married,M,0,8K-15K
26740.43625394012,8,44,Salaried,Branch,Divorced,F,1,25K-40K
10048.624092176473,27,50,Salaried,Digital,Divorced,M,1,8K-15K
28918.903547118134,1,34,Salaried,Referral,Married,F,1,25K-40K
36140.06444700969,15,38,Salaried,Digital,Single,M,0,25K-40K
11021.36134370753,90,48,Salaried,Digital,Single,F,1,8K-15K
32145.43334872756,13,57,Self-employed,Branch,Married,M,0,25K-40K
23101.86331310764,5,46,Self-employed,Digital,Single,F,1,15K-25K
29532.188881890546,38,37,Retired,Phone,Divorced,M,0,25K-40K
50000.0,0,54,Salaried,Referral,Divorced,M,1,40K+
15564.798395994429,5,18,Other,Branch,Married,F,0,15K-25K
11473.075419004246,98,20,Salaried,Referral,Married,F,1,8K-15K
10575.458312561623,88,46,Other,Referral,Single,F,1,8K-15K
11053.626343836175,148,38,Salaried,Digital,Married,M,1,8K-15K
17218.4880878649,115,45,Salaried,Referral,Single,F,1,15K-25K
22130.038768361414,68,38,Salaried,Digital,Single,F,1,15K-25K
21290.462460238967,3,44,Salaried,Branch,Married,M,0,15K-25K
29623.106163442586,91,28,Retired,Branch,Married,M,1,25K-40K
18174.978784789706,112,44,Self-employed,Referral,Married,M,1,15K-25K
43136.31282437308,96,49,Other,Digital,Married,M,1,40K+
15385.886390785441,42,52,Self-employed,Digital,Married,M,1,15K-25K
50000.0,15,62,Salaried,Branch,Married,F,1,40K+
26249.452447490745,111,40,Salaried,Digital,Widowed,F,0,25K-40K
10782.777519547757,77,41,Other,Referral,Divorced,F,1,8K-15K
9484.977414290062,237,19,Self-employed,Branch,Married,F,0,8K-15K
24088.346363464985,10,31,Self-employed,Digital,Married,M,0,15K-25K
15770.909148529016,15,35,Salaried,Digital,Married,M,1,15K-25K
27678.197723187335,14,50,Self-employed,Branch,Single,F,1,25K-40K
23955.244951353892,94,30,Other,Branch,Single,F,1,15K-25K
17262.687380074254,12,47,Salaried,Digital,Divorced,M,0,15K-25K
10850.037000628408,4,37,Salaried,Digital,Divorced,M,0,8K-15K
7266.947929020158,360,35,Salaried,Digital,Married,M,0,0-8K
13795.407539405165,1,40,Self-employed,Digital,Married,M,0,8K-15K
30146.95724787671,108,33,Salaried,Branch,Single,M,0,25K-40K
20505.660449044557,27,32,Salaried,Referral,Single,M,1,15K-25K
8540.345415741544,110,18,Salaried,Branch,Married,F,0,8K-15K
20008.42183217546,48,35,Self-employed,Referral,Married,M,1,15K-25K
22724.307097853387,139,32,Salaried,Digital,Divorced,F,1,15K-25K
10611.414478059993,156,31,Salaried,Branch,Single,M,0,8K-15K
19776.211669789376,0,43,Other,Branch,Married,F,0,15K-25K
18674.70533074322,4,45,Other,Branch,Married,F,0,15K-25K
9083.526900124089,17,40,Salaried,Branch,Widowed,F,1,8K-15K
22352.029833507615,66,49,Self-employed,Referral,Divorced,M,0,15K-25K
25247.20450297525,131,44,Self-employed,Branch,Married,F,1,25K-40K
34538.52842717234,36,34,Salaried,Digital,Widowed,F,0,25K-40K
33937.681720345616,56,32,Salaried,Branch,Married,M,0,25K-40K
7890.370565595974,12,41,Salaried,Referral,Single,M,1,0-8K
10273.31438773105,98,44,Salaried,Phone,Married,M,1,8K-15K
24563.605133825553,205,54,Salaried,Branch,Single,M,1,15K-25K
24545.199405744195,18,52,Retired,Branch,Married,M,1,15K-25K
24563.788169190077,40,31,Salaried,Branch,Divorced,F,1,15K-25K
50000.0,5,36,Self-employed,Referral,Married,M,1,40K+
25400.758287914196,49,46,Salaried,Phone,Single,F,1,25K-40K
35644.1167476844,41,50,Self-employed,Referral,Single,F,1,25K-40K
31965.13504905701,9,49,Salaried,Branch,Single,F,1,25K-40K
26657.738182924742,35,37,Self-employed,Digital,Single,M,1,25K-40K
14925.679326162863,24,22,Self-employed,Referral,Single,F,1,8K-15K
28435.15561252898,44,26,Self-employed,Referral,Married,M,1,25K-40K
11342.419011882585,52,41,Salaried,Referral,Married,M,1,8K-15K
15645.034103837552,0,42,Self-employed,Digital,Married,M,0,15K-25K
13477.566902162223,85,24,Other,Branch,Single,F,1,8K-15K
18941.763716043868,74,38,Self-employed,Digital,Single,F,0,15K-25K
50000.0,27,45,Salaried,Referral,Single,M,1,40K+
5881.933918048216,3,24,Self-employed,Digital,Single,M,0,0-8K
27221.329403346488,84,51,Salaried,Branch,Married,M,1,25K-40K
6852.511300530583,186,33,Retired,Digital,Single,F,0,0-8K
13586.621584249282,16,53,Self-employed,Digital,Married,F,0,8K-15K
34660.99804597838,23,31,Salaried,Branch,Divorced,M,1,25K-40K
18742.857236955017,12,25,Salaried,Digital,Married,M,1,15K-25K
9446.061236598398,51,32,Salaried,Branch,Married,F,1,8K-15K
11740.712417281995,10,36,Other,Phone,Single,M,0,8K-15K
27112.730300671785,26,33,Salaried,Phone,Divorced,M,1,25K-40K
11635.080808070361,71,35,Salaried,Digital,Single,F,1,8K-15K
20534.77673152109,49,42,Other,Referral,Single,M,0,15K-25K
18533.646778606504,29,35,Salaried,Digital,Single,F,0,15K-25K
12198.152580614455,32,37,Salaried,Phone,Single,M,0,8K-15K
50000.0,49,18,Self-employed,Referral,Married,F,1,40K+
26379.735861534864,0,42,Salaried,Digital,Widowed,F,0,25K-40K
5350.334963902927,4,36,Salaried,Branch,Married,M,0,0-8K
20168.405784119175,127,57,Salaried,Digital,Married,F,1,15K-25K
12123.828846230588,4,26,Self-employed,Referral,Married,M,0,8K-15K
30075.314587193585,73,18,Other,Branch,Married,M,0,25K-40K
11209.170948857816,151,45,Salaried,Branch,Divorced,M,1,8K-15K
16834.03712487488,18,42,Salaried,Branch,Married,M,1,15K-25K
24415.96174758266,27,25,Salaried,Phone,Married,M,1,15K-25K
30316.673373439084,50,19,Retired,Phone,Married,F,0,25K-40K
8776.405055196805,128,56,Salaried,Branch,Married,M,1,8K-15K
14754.438894521045,170,54,Retired,Referral,Single,M,1,8K-15K
13562.078253774607,80,18,Salaried,Referral,Single,F,1,8K-15K
12185.50561971106,5,32,Other,Referral,Married,F,0,8K-15K
50000.0,66,57,Self-employed,Digital,Divorced,M,1,40K+
22994.010008437042,31,32,Self-employed,Digital,Married,M,0,15K-25K
8463.08994294735,38,32,Salaried,Digital,Widowed,M,0,8K-15K
31279.467417916825,3,34,Self-employed,Branch,Single,M,0,25K-40K
50000.0,12,24,Salaried,Digital,Married,F,1,40K+
33505.97822369414,93,18,Salaried,Branch,Married,M,1,25K-40K
7247.25474608111,36,50,Salaried,Branch,Divorced,F,0,0-8K
13486.703542320138,21,18,Retired,Branch,Single,F,0,8K-15K
38566.784873616205,29,40,Self-employed,Branch,Married,F,0,25K-40K
11794.614649337136,115,48,Self-employed,Digital,Single,M,1,8K-15K
23536.12271811882,82,20,Self-employed,Referral,Married,F,0,15K-25K
28703.67470512563,19,26,Salaried,Phone,Divorced,F,0,25K-40K
10340.68834627516,7,52,Retired,Branch,Single,F,1,8K-15K
17401.031870784504,17,44,Self-employed,Referral,Divorced,F,1,15K-25K
3000.0,152,30,Self-employed,Digital,Divorced,M,0,0-8K
9753.36287908658,52,52,Salaried,Referral,Single,F,0,8K-15K
15497.889140726054,45,52,Other,Digital,Married,F,1,15K-25K
8529.87589226354,54,41,Retired,Branch,Single,M,0,8K-15K
48023.5494134426,27,27,Self-employed,Digital,Single,F,1,40K+
7645.826124040766,98,33,Salaried,Branch,Married,F,0,0-8K
13849.069260948494,44,41,Self-employed,Digital,Married,F,1,8K-15K
19505.35547076378,7,35,Self-employed,Branch,Married,F,1,15K-25K
42820.146071943745,8,49,Salaried,Digital,Single,M,0,40K+
7619.627090985782,46,19,Salaried,Referral,Divorced,F,0,0-8K
36239.256766392326,165,20,Salaried,Branch,Married,F,0,25K-40K
18144.809786319343,22,40,Self-employed,Digital,Single,F,1,15K-25K
10007.547220545208,122,32,Salaried,Digital,Married,F,0,8K-15K
23795.745532889585,86,30,Salaried,Referral,Single,M,1,15K-25K
20321.52234306476,17,18,Self-employed,Digital,Single,M,1,15K-25K
12580.079800857791,2,38,Self-employed,Branch,Married,F,1,8K-15K
18805.059801679552,6,37,Salaried,Branch,Married,F,1,15K-25K
14311.402009823183,78,45,Salaried,Digital,Single,M,0,8K-15K
19304.82622590596,13,38,Retired,Digital,Married,F,1,15K-25K
26830.066036571352,27,36,Self-employed,Branch,Single,F,0,25K-40K
46705.16745548537,41,52,Salaried,Digital,Married,F,1,40K+
8581.042603884944,77,22,Other,Digital,Single,F,1,8K-15K
50000.0,7,44,Salaried,Digital,Married,M,0,40K+
5590.071296082475,31,18,Other,Digital,Single,F,0,0-8K
16463.958591525017,39,27,Salaried,Digital,Married,F,0,15K-25K
25667.742423434483,46,23,Salaried,Phone,Married,F,0,25K-40K
21345.47645664557,102,47,Salaried,Branch,Single,F,0,15K-25K
12411.519199951252,11,37,Salaried,Referral,Single,M,0,8K-15K
15916.739764840351,98,37,Self-employed,Digital,Married,F,1,15K-25K
13415.948156673587,70,24,Self-employed,Digital,Single,F,1,8K-15K
12662.259380300347,48,34,Retired,Referral,Married,F,0,8K-15K
30024.267737144073,72,28,Salaried,Branch,Married,F,1,25K-40K
22341.680454673628,31,42,Salaried,Digital,Married,F,0,15K-25K
11899.530717806883,8,26,Salaried,Branch,Widowed,F,0,8K-15K
30938.601578655514,65,53,Salaried,Branch,Married,F,1,25K-40K
21685.07928606713,44,18,Self-employed,Referral,Married,F,1,15K-25K
29369.654819670024,61,28,Salaried,Digital,Married,M,1,25K-40K
26311.91888773517,24,58,Self-employed,Branch,Divorced,M,0,25K-40K
10966.5278883415,142,32,Self-employed,Referral,Single,M,1,8K-15K
12885.931010901788,53,22,Salaried,Phone,Divorced,F,0,8K-15K
28236.652952586093,5,40,Self-employed,Referral,Divorced,M,0,25K-40K
26009.630681882143,35,32,Salaried,Digital,Married,F,1,25K-40K
17808.996743544616,84,27,Salaried,Referral,Single,F,1,15K-25K
19349.00798048395,94,24,Self-employed,Referral,Widowed,F,0,15K-25K
38816.43185871009,40,70,Salaried,Referral,Married,M,1,25K-40K
12645.505906151631,135,34,Salaried,Referral,Married,M,0,8K-15K
25040.7162415827,18,18,Self-employed,Phone,Married,F,1,25K-40K
15973.468538882822,31,55,Salaried,Digital,Single,M,1,15K-25K
15825.71263243187,137,45,Self-employed,Digital,Single,F,0,15K-25K
34865.95432170519,135,28,Salaried,Referral,Married,F,1,25K-40K
29591.718163598704,69,26,Salaried,Digital,Married,F,1,25K-40K
29381.067449805625,117,46,Retired,Digital,Divorced,F,0,25K-40K
39469.649335699025,5,35,Self-employed,Branch,Married,M,0,25K-40K
18262.44975848341,120,18,Salaried,Referral,Divorced,M,1,15K-25K
27151.07128994949,23,59,Salaried,Digital,Single,F,1,25K-40K
14970.545945349755,11,32,Retired,Branch,Married,F,1,8K-15K
21905.648643926725,16,55,Salaried,Digital,Single,M,0,15K-25K
16679.14085979048,32,53,Self-employed,Digital,Married,M,0,15K-25K
19114.406160941242,17,25,Self-employed,Digital,Divorced,M,0,15K-25K
25773.296493162947,23,50,Self-employed,Digital,Single,F,0,25K-40K
11037.651713110425,8,30,Self-employed,Referral,Divorced,M,1,8K-15K
50000.0,21,18,Self-employed,Referral,Single,M,1,40K+
9861.460605916865,50,32,Self-employed,Referral,Single,F,1,8K-15K
8703.55491694832,34,42,Retired,Digital,Single,M,1,8K-15K
36129.55560222845,25,32,Self-employed,Branch,Married,M,1,25K-40K
28998.44875635577,82,34,Salaried,Digital,Single,M,1,25K-40K
26225.09065911092,134,51,Salaried,Digital,Married,F,1,25K-40K
26291.66651899068,84,39,Self-employed,Branch,Married,M,0,25K-40K
17901.717488278235,24,27,Retired,Referral,Single,M,1,15K-25K
10526.460114092231,81,46,Salaried,Digital,Married,F,1,8K-15K
18872.908026019843,9,40,Salaried,Digital,Married,M,1,15K-25K
12012.499036767935,8,18,Other,Phone,Divorced,F,0,8K-15K
32372.735158179203,25,43,Self-employed,Branch,Single,M,1,25K-40K
16510.727020393588,98,42,Salaried,Phone,Single,M,0,15K-25K
10989.567381964984,16,38,Self-employed,Phone,Married,F,0,8K-15K
14871.003097919922,3,48,Other,Branch,Married,F,0,8K-15K
23103.94988454003,8,29,Retired,Digital,Married,M,1,15K-25K
12858.563239230176,117,42,Self-employed,Referral,Divorced,F,0,8K-15K
11011.195012554957,60,19,Salaried,Digital,Divorced,F,0,8K-15K
20873.01231818876,17,42,Retired,Digital,Single,M,1,15K-25K
20889.04092273115,48,61,Self-employed,Referral,Married,F,1,15K-25K
13304.187240543848,44,26,Retired,Branch,Married,M,0,8K-15K
13593.907815625193,63,28,Salaried,Digital,Divorced,M,0,8K-15K
20727.776971498293,15,29,Salaried,Branch,Single,M,0,15K-25K
7563.954353842853,119,39,Salaried,Referral,Married,F,1,0-8K
7750.570521955403,22,25,Salaried,Digital,Divorced,M,0,0-8K
11718.610138675056,71,43,Self-employed,Digital,Married,F,1,8K-15K
15865.967873142758,0,48,Other,Digital,Married,M,0,15K-25K
21732.074577558313,27,44,Self-employed,Digital,Divorced,M,1,15K-25K
43704.82252113591,26,18,Retired,Referral,Divorced,F,1,40K+
30169.7719690055,47,49,Salaried,Referral,Single,F,0,25K-40K
16383.612591509826,4,49,Self-employed,Branch,Single,M,0,15K-25K
17829.154243333072,93,47,Retired,Digital,Married,M,0,15K-25K
9882.120381395664,14,42,Self-employed,Digital,Divorced,F,1,8K-15K
17834.536663626062,67,40,Self-employed,Digital,Widowed,M,1,15K-25K
15165.900775056389,97,50,Self-employed,Digital,Married,F,0,15K-25K
21886.628010806755,49,61,Self-employed,Digital,Married,F,1,15K-25K
10978.141449793073,81,26,Salaried,Branch,Single,F,1,8K-15K
24627.227247388593,65,50,Retired,Digital,Married,F,1,15K-25K
45235.766529026565,26,36,Other,Referral,Married,F,1,40K+
16894.508561628354,99,36,Salaried,Referral,Married,M,0,15K-25K
22948.940142310443,20,19,Self-employed,Branch,Married,M,0,15K-25K
27284.83671085046,50,34,Self-employed,Digital,Married,M,0,25K-40K
14175.461946290317,82,26,Self-employed,Referral,Divorced,M,0,8K-15K
20629.048628659613,28,32,Self-employed,Phone,Single,F,1,15K-25K
18170.51383812829,21,24,Retired,Digital,Married,M,0,15K-25K
19122.207962134133,36,32,Salaried,Referral,Married,F,1,15K-25K
11341.163003905853,102,33,Salaried,Referral,Married,F,1,8K-15K
18300.910735444646,159,39,Retired,Branch,Married,F,0,15K-25K
24313.79040526443,47,18,Self-employed,Digital,Single,F,1,15K-25K
43074.4875518728,64,20,Retired,Branch,Single,F,1,40K+
32066.35073669464,140,42,Salaried,Branch,Single,M,1,25K-40K
50000.0,6,28,Salaried,Branch,Single,F,1,40K+
11379.758229766603,15,50,Other,Phone,Married,M,0,8K-15K
30436.334333261,74,40,Salaried,Referral,Single,F,1,25K-40K
20130.778740271297,104,45,Retired,Digital,Married,M,1,15K-25K
50000.0,116,54,Retired,Branch,Single,M,1,40K+
11103.559691161818,32,34,Self-employed,Branch,Married,M,1,8K-15K
10896.172880600701,5,31,Salaried,Digital,Married,F,1,8K-15K
12586.30267990697,34,48,Self-employed,Digital,Single,F,1,8K-15K
5042.526703061844,15,44,Retired,Phone,Married,M,0,0-8K
13154.865734403316,20,35,Salaried,Branch,Divorced,M,0,8K-15K
11435.986844325684,88,54,Salaried,Digital,Single,M,0,8K-15K
19736.722620748853,4,35,Salaried,Digital,Married,M,0,15K-25K
22138.060160555593,105,38,Salaried,Branch,Single,F,1,15K-25K
50000.0,33,38,Retired,Branch,Single,M,1,40K+
31896.587333581156,54,26,Retired,Digital,Married,F,1,25K-40K
12757.285594975674,5,38,Other,Branch,Single,M,0,8K-15K
10519.134354277568,24,54,Self-employed,Digital,Divorced,F,1,8K-15K
24225.268078844412,5,43,Self-employed,Digital,Single,M,0,15K-25K
8167.025745930998,195,38,Salaried,Branch,Single,F,0,8K-15K
50000.0,98,36,Self-employed,Digital,Married,F,1,40K+
36594.8965972206,36,41,Self-employed,Referral,Married,M,0,25K-40K
13609.10875236043,15,46,Other,Digital,Married,M,0,8K-15K
6451.831239181134,162,45,Retired,Branch,Single,M,1,0-8K
40632.49620175198,25,34,Other,Digital,Divorced,M,1,40K+
16836.022946776007,10,41,Retired,Digital,Widowed,M,1,15K-25K
37899.370717928185,49,43,Retired,Referral,Married,M,1,25K-40K
6928.117461640877,172,25,Salaried,Branch,Married,M,0,0-8K
12586.43576180829,0,40,Retired,Referral,Married,M,1,8K-15K
18090.572402733775,16,18,Self-employed,Branch,Single,M,0,15K-25K
18549.31900904182,167,43,Salaried,Branch,Single,M,1,15K-25K
13766.050303177859,11,45,Salaried,Referral,Single,M,1,8K-15K
26205.11656461262,7,46,Self-employed,Branch,Widowed,F,1,25K-40K
9503.617003816513,50,33,Salaried,Branch,Single,F,0,8K-15K
16557.133398293136,118,41,Salaried,Referral,Married,F,1,15K-25K
